Abk;Name;Kurzname;Typ;BetrZust;PrimaryLocationCode;UIC;RB;gültigVon;gültigBis;NetzKey;FplRel;FplGr;
EHEO;Herne-Rottbruch;Herne-Rottbruch;Bf;;DE 14821;0080;3;20081214;;101246;J;N;
EHEOV;Herne-Rottbruch Vockenhof;Her-Rottbr Vockh;Awanst;;DE 14823;0080;3;20140401;;909830;J;N;
EHEP;Helpup;Helpup;Hp;;DE 14749;0080;3;20081214;;134882;J;N;
EHER;Herne;Herne;Bf;;DE 14816;0080;3;20091201;;100388;J;N;
EHERM;Herne Mt;Herne Mt;Bft;;DE 14819;0080;3;20080101;;910160;N;N;
EHERT;Herne Hot;Herne Hot;Bft;;DE 14818;0080;3;20081214;;910161;J;N;
EHEZ;Herzebrock;Herzebrock;Hp;;DE 14856;0080;3;20090118;;214692;J;N;
EHF;Herdorf;Herdorf;Bf;;DE 14794;0080;3;20091201;;196360;J;N;
EHFD;Herford;Herford;Bf;;DE 14797;0080;3;20081214;;135939;J;N;
EHFDE;Herford Engl Bushst;Herford Engl Bus;Bush;; ;0080;;19990101;;;;;
EHFF;Herdorf Freien Gr E;Herdorf Freien;NE-Bf;; ;0080;;20090401;;447011;J;N;
EHFS;Ibbenbüren Hafen Saerbeck;Hafen Saerbeck;NE-Bf;; ;0080;;20081214;;556456;J;N;
EHG;Hagen Hbf;Hagen Hbf;Bf;;DE 14243;0080;3;20081214;;080739;J;N;
EHG B;Hagen Hbf BFS;Hagen Hbf BFS;Museum;; ;0080;;20000415;;;N;N;
EHG U;Hagen Hbf Bussteig;Hagen Hbf Busst;Bush;; ;0080;;19990101;;;;;
EHGD;Hagen-Delstern;Hagen-Delstern;Üst;;DE 14253;0080;3;20130101;;083683;J;N;
EHGE;Hagen-Eckesey;Hagen-Eckesey;Bf;;DE 14254;0080;3;20140401;;080267;J;N;
EHGEN;Hagen-Eckesey - Stw-Bez Hn;Ha-Eckesey - Hn;Bft;;DE 14255;0080;3;20030101;;910960;N;N;
EHGER;Hagen-Eckesey - Stw-Bez Hr;Ha-Eckesey - Hr;Bft;;DE 14256;0080;3;20030101;;910961;N;N;
EHGG;Hagen Gbf;Hagen Gbf;Bf;;DE 14238;0080;3;20130101;;080721;J;N;
EHGGB;Hagen Gbf Bez West;Hagen Gbf Bz We;Bft;;DE 14241;0080;3;20081214;;908746;J;N;
EHGGF;Hagen Gbf (Hgf);Hagen Gbf (Hgf);Bft;;DE 14239;0080;3;20030101;;908747;N;N;
EHGGO;Hagen Gbf Bez Ost;Hagen Gbf Bz Ost;Bft;;DE 14240;0080;3;20081214;;908739;J;N;
EHGGW;Hagen Gbf Hgw;Hagen Gbf Hgw;Bft;;DE 14242;0080;3;20081214;;908741;J;N;
EHGH;Hagen-Halden;Hagen-Halden;Bf;;DE 14257;0080;3;20081214;;082933;J;N;
EHGI;Hagen-Heubing;Hagen-Heubing;Bf;;DE 14260;0080;3;20081214;;080416;J;N;
EHGK;Hagen-Kabel;Hagen-Kabel;Bf;;DE 14261;0080;3;20081214;;082941;J;N;
EHGN;Herne-Rottbruch Hgn;Her-Rottbr Hgn;Abzw;;DE 14822;0080;3;20081214;;105205;J;N;
EHGO;Hagen-Oberhagen;Hagen-Oberhagen;Hp;;DE 14264;0080;3;20101212;;083675;J;N;
EHGP;Hagen-Haspe;Hagen-Haspe;Bf;;DE 14258;0080;3;20081214;;080762;J;N;
EHGS;Hagen-Hengstey;Hagen-Hengstey;Abzw;;DE 14259;0080;3;20081214;;080234;J;N;
EHGU;Hagen-Kückelhausen;Kückelhausen;Awanst;;DE 14263;0080;3;20030101;;080283;N;N;
EHGV;Hagen-Vorhalle;Hagen-Vorhalle;Bf;;DE 14267;0080;3;20081214;;080655;J;N;
EHGVE;Hagen-Vorhalle Einfahrgruppe;Ha-Vorhalle Einf;Bft;;DE 14269;0080;3;20081214;;908743;J;N;
EHGVF;Hagen-Vorhalle Vof;Ha-Vorhalle Vof;Bft;;DE 14270;0080;3;20081214;;908749;J;N;
EHGVO;Hagen-Vorhalle Yo;Ha-Vorhalle Yo;Bft;;DE 14272;0080;3;20081214;;908751;J;N;
EHGVS;Hagen-Vorhalle Abzw Schönfeld;Schönfeld Abzw;Bft Abzw;;DE 14268;0080;3;20140401;;912328;J;N;
EHGVW;Hagen-Vorhalle Vwf;Ha-Vorhalle Vwf;Bft;;DE 14271;0080;3;20081214;;908753;J;N;
EHGW;Hagen-Wehringhausen;Ha-Wehringhsn;Bft;;DE 14273;0080;3;20131114;;080689;J;N;
EHGX;Hagen UZ 2;Hagen UZ 2;BZ;; ;0080;3;20080101;;106070;N;N;
EHIB;Hilchenbach;Hilchenbach;Bf;;DE 14885;0080;3;20081214;;083345;J;N;
EHID;Schwerte Heide;Heide;Abzw;;DE 19615;0080;3;20081214;;105494;J;N;
EHIG;Hillegossen;Hillegossen;Bf;;DE 14896;0080;3;20081214;;134916;J;N;
EHIL;Hilchenbach Hillnhütten;Hillnhütten;Hp;;DE 14886;0080;3;20081214;;086124;J;N;
EHIS;Duisburg Hiberniastraße;Hiberniastraße;Abzw;a.B.;DE 12584;0080;3;20030101;;105213;N;N;
EHIT;Münster-Hiltrup;Münster-Hiltrup;Bf;;DE 17347;0080;3;20081214;;210575;J;N;
EHK;Hamminkeln;Hamminkeln;Bf;;DE 14531;0080;3;20081214;;102780;J;N;
EHKM;Duisburg Hütte Krupp/Mannesmann;Du Hütte K/M;Anst;;DE 12585;0080;3;20081214;;101535;J;N;
EHL;Halver;Halver;NE-Bf;; ;0080;;20081214;;084327;J;N;
EHLG;Halver DB-Grenze;Halver DB-Gr;Gp;;DE 14375;0080;3;20100603;;107377;N;N;
EHLN;Hesseln;Hesseln;Hp;;DE 14865;0080;3;20081214;;214866;J;N;
EHLT;Haltern am See;Haltern am See;Bf;;DE 14373;0080;3;20081214;;210021;J;N;
EHM;Hamm (Westf) Pbf;Hamm (Westf) Pbf;Bf;;DE 14508;0080;3;20081214;;100024;J;N;
EHM H;Hamm (Westf) Bussteig H;Hamm(Westf)Bus;Bush;; ;0080;;19990101;;;;;
EHMD;Hemmerde;Hemmerde;Hp;;DE 14755;0080;3;20081214;;103796;J;N;
EHMR;Hamm (Westf) RLG;Hamm(Westf)RLG;NE-Bf;; ;0080;;20081214;;539320;J;N;
EHMS;Hamm (Westf) Süd RLG;Hamm (W) Süd RLG;NE-Hp;; ;0080;;20081214;;539080;J;N;
EHNE;Hennen;Hennen;Hp;;DE 14767;0080;3;20081214;;080184;J;N;
EHOC;Oberhausen Hochstraße;Hochstraße;Üst;;DE 17942;0080;3;20081214;;105239;J;N;
EHOD;Hövelhof Industriegleis;Hövelhof Industg;NE-Anst;; ;0080;;20081214;;556357;J;N;
EHOE;Höcklingsen;Höcklingsen;Hp;;DE 14966;0080;3;20101212;;086132;J;N;
EHOG;Hohenlimburg;Hohenlimburg;Bf;;DE 15015;0080;3;20130101;;082925;J;N;
EHOH;Hohenhagen;Hohenhagen;Hp;;DE 15009;0080;3;20081214;;083394;J;N;
EHOK;Menden Horlecke;Horlecke;Bf;;DE 16970;0080;3;20121209;;082214;J;N;
EHOM;Hörstmar (Lippe);Hörstmar (Lippe);Hp;;DE 15118;0080;3;20081214;;134858;J;N;
EHOP;Hoppecke;Hoppecke;Hp;;DE 15079;0080;3;20081214;;085126;J;N;
EHOR;Horstmar;Horstmar;Abzw;;DE 15117;0080;3;20081214;;105254;J;N;
EHOS;Hösel;Hösel;Bf;;DE 15120;0080;3;20081214;;102350;J;N;
EHOV;Hövelhof;Hövelhof;Bf;;DE 15128;0080;3;20081214;;214965;J;J;
EHOW;Hövelhof                             TWE;Hövelhof     TWE;NE-Bf;; ;0080;;20081214;;556340;J;N;
EHOY;Hohensyburg;Hohensyburg;Abzw;;DE 15029;0080;3;20081214;;105536;J;N;
EHOZ;Holzhausen (Kr Siegen);Holzhausen/Sieg;Hp;;DE 15060;0080;3;20081214;;115956;J;N;
EHRB;Hamm (Westf) Rbf;Hamm Rbf;Bf;;DE 14509;0080;3;20081214;;100057;J;J;
EHRBA;Hamm (Westf) Rbf Hma;Hamm Rbf Hma;Bft;;DE 14513;0080;3;20081214;;335844;J;N;
EHRBD;Hamm (Westf) Rbf Hda;Hamm Rbf Hda;Bft;;DE 14511;0080;3;20081214;;096271;J;N;
EHRBE;Hamm (Westf) Rbf Hme;Hamm Rbf Hme;Bft;;DE 14514;0080;3;20081214;;096289;J;N;
EHRBM;Hamm (Westf) Rbf Berg Hso;Hamm Rbf Hso;Bft;;DE 14510;0080;3;20131215;;911552;J;N;
EHRBN;Hamm (Westf) Rbf Hvn;Hamm Rbf Hvn;Bft;;DE 14518;0080;3;20081214;;096453;J;N;
EHRBO;Hamm (Westf) Rbf Hro;Hamm Rbf Hro;Bft;;DE 14516;0080;3;20081214;;096479;J;N;
EHRBR;Hamm (Westf) Rbf Rt II;Hamm Rbf Rt II;Bft;;DE 14520;0080;3;20081214;;909905;J;N;
EHRBS;Hamm (Westf) Rbf Hso;Hamm Rbf Hso;Bft;;DE 14517;0080;3;20081214;;909933;J;N;
EHRBT;Hamm (Westf) Rbf Personalwechselstelle;Hamm Rbf Persw;Bft;;DE 14519;0080;3;20081214;;096511;J;N;
EHRBW;Hamm (Westf) Rbf Hde;Hamm Rbf Hde;Bft;;DE 14512;0080;3;20081214;;096529;J;N;
EHRBZ;Hamm (Westf) Rbf Hps;Hamm Rbf Hps;Bft;;DE 14515;0080;3;20081214;;096586;J;N;
EHRH;Henrichshütte Hp;Henrichshütte Hp;Museum;; ;0080;;20000415;;;N;N;
EHRI;Herringen;Herringen;Abzw;;DE 14833;0080;3;20081214;;105197;J;N;
EHRT;Herten (Westf);Herten (Westf);Awanst;a.B.;DE 14845;0080;3;20060201;;100164;N;N;
EHSN;Haus Scheppen;Haus Scheppen;Museum;; ;0080;;20000415;;;N;N;
EHST;Höste;Höste;NE-Hp;; ;0080;;20081214;;556100;J;N;
EHTD;Hüsten Ost;Hüsten Ost;NE-Bf;; ;0080;;20081214;;539056;J;N;
EHTG;Siegen-Geisweid;Siegen-Geisweid;Bf;;DE 19732;0080;3;20101212;;082552;J;N;
EHTM;Hattingen (Ruhr) Mitte;Hattingen Mitte;Bft;;DE 14627;0080;3;20091213;;102046;J;N;
EHTN;Balve Hertin;Hertin;Awanst;;DE 10611;0080;3;20081214;;339549;J;N;
EHUO;Gelsenkirchen Hugo;Hugo;Bf;a.B.;DE 13616;0080;3;20151213;;100453;N;N;
EHUOS;Gelsenkirchen Hugo Abzw;Hugo Abzw;Bft Abzw;;DE 13617;0080;3;20140401;;105270;J;N;
EHVR;Hövelriege;Hövelriege;Hp;;DE 15129;0080;3;20081214;;214957;J;N;
EHW;Rosendahl-Holtwick;Rosend-Holtwick;Hp;;DE 18997;0080;3;20081214;;211219;J;N;
EHWB;Hagen-Westerbauer;Ha-Westerbauer;Hp;;DE 14277;0080;3;20081214;;080341;J;N;
EHWK;Harsewinkel;Harsewinkel;NE-Bf;; ;0080;;20081214;;556183;J;N;
EHWP;Holzwipper;Holzwipper;Museum;; ;0080;;20050701;;;N;N;
EHWS;Halle G.-W.-Stadion;Halle G-W-Stad;Hp;;DE 14340;0080;3;20081214;;376947;J;N;
EHWW;Harsewinkel West;Harsewinkel West;NE-Awanst;; ;0080;;20081214;;556209;J;N;
EHZW;Holzwickede;Holzwickede;Bf;;DE 15067;0080;3;20081214;;103846;J;N;
EIAA;Ibbenbüren-Aasee;Ibbenbüren-Aasee;Museum;; ;0080;;20000415;;;N;N;
EIAG;Ibbenbüren DB-Grenze;Ibbenbüren DB-Gr;Gp;;DE 15172;0080;2;20091213;;106892;J;N;
EIAV;Isselhorst-Avenwedde;Isselh-Avenwedde;Hp;;DE 15248;0080;3;20081214;;136051;J;N;
EIAW;Isselhorst-Avenwedde Anst;Isselh-Avenwedde;Awanst Bk;;DE 15249;0080;3;20081214;;136572;J;N;
EIBO;Ibbenbüren Ost;Ibbenbüren Ost;NE-Bf;; ;0080;;20081214;;556019;J;N;
EIGW;Irmgarteichen-Werthenbach;Irmgarteichen-W;NE-Bf;; ;0080;;20090401;;570093;J;N;
EIL;Iserlohn;Iserlohn;Hp;;DE 15242;0080;3;20081214;;082388;J;N;
EIL B;Iserlohn BFS;Iserlohn BFS;Museum;; ;0080;;20000415;;;N;N;
EIL U;Iserlohn Busbf;Iserlohn Busbf;Bush;; ;0080;;19990101;;;;;
EILH;Iserlohnerheide;Iserlohnerheide;Hp;;DE 15243;0080;3;20081214;;080200;J;N;
EIPU;Unna Industriepark;Industriepk Unna;Awanst;;DE 20480;0080;3;20081214;;341446;J;N;
EKAI;Duisburg Kaiserberg;Kaiserberg   /Du;Abzw;;DE 12586;0080;3;20081214;;105288;J;N;
EKAL;Kalthof (Kr Iserlohn);Kalthof/Iserlohn;Bf;;DE 15352;0080;3;20130101;;080192;J;N;
EKAM;Kamen;Kamen;Bf;;DE 15353;0080;3;20081214;;100271;J;N;
EKAN;Münster (Westf) Kanal;Kanal/Münster;Bf;;DE 17338;0080;3;20081214;;211904;J;N;
EKAU;Wissen (Sieg) Kautex;Kautex;Awanst;a.B.;DE 21218;0080;3;20151213;;338244;N;N;
EKG;Kettwig;Kettwig;Bf;;DE 15488;0080;3;20081214;;102343;J;N;
EKGS;Kettwig Stausee;Kettwig Stausee;Hp;;DE 15489;0080;3;20081214;;102954;J;N;
EKHU;Kirchhundem;Kirchhundem;Hp;;DE 15539;0080;3;20081214;;082610;J;N;
EKIR;Kirchen;Kirchen;Bf;;DE 15522;0080;3;20081214;;196378;J;N;
EKJ;Kirchen Jung;Jung;Anst;a.B.;DE 15523;0080;3;20030101;;909854;N;N;
EKKN;Hagen-Kabel Klöckner;Klöckner;Awanst;a.B.;DE 14262;0080;3;20140612;;342014;N;N;
EKKR;Bottrop Klöckner Rohstoffhandlung;Klöckn Rohstoffh;Awanst;;DE 11524;0080;3;20081214;;338772;J;N;
EKLU;Hemer Klusenstein;Klusenstein;Hp;;DE 14752;0080;3;20081214;;082248;J;N;
EKM;Menden KM Europa Metall;KM Europa Metall;Anst;;DE 16971;0080;3;20081214;;338780;J;N;
EKMB;Kaan-Marienborn;Kaan-Marienborn;NE-Bf;; ;0080;;20090401;;437012;J;N;
EKME;Kamen-Methler;Kamen-Methler;Hp;;DE 15354;0080;3;20081214;;103341;J;N;
EKNT;Küntrop;Küntrop;Hp;;DE 15946;0080;3;20081214;;082297;J;N;
EKNZ;Kaunitz;Kaunitz;NE-Bf;; ;0080;;20081214;;556316;J;N;
EKOL;Oberhausen Kolkmannshof;Kolkmannshof;Abzw;;DE 17944;0080;3;20081214;;105304;J;N;
EKRD;Kredenbach;Kredenbach;Hp;;DE 15866;0080;3;20081214;;086165;J;N;
EKRG;Attendorn Kraghammer;Kraghammer;Hp;;DE 10322;0080;3;20081214;;083410;J;N;
EKRN;Dortmund-Körne                    (Abzw);Körne;Abzw;;DE 12389;0080;3;20081214;;105296;J;N;
EKRO;Krombach (Kr Siegen);Krombach/Siegen;Anst;a.B.;DE 15909;0080;3;20030101;;082586;N;N;
EKRU;Krummenerl;Krummenerl;Bf;;DE 15932;0080;3;20081214;;083873;J;N;
EKSO;Herdorf Königsstollen;Königsstollen;Hp;;DE 14795;0080;3;20081214;;195842;J;N;
EKSP;Sandebeck Kronospan;Kronospan;Awanst;;DE 19241;0080;3;20081214;;339572;J;N;
EKT;Kreuztal;Kreuztal;Bf;;DE 15896;0080;3;20081214;;082560;J;N;
EKT G;Kreuztal Gbf;Kreuztal Gbf;Bft;;DE 15897;0080;3;20081214;;908755;J;N;
EKTK;Kreuztal KSW;Kreuztal KSW;NE-Bft;; ;0080;;20070801;;106125;N;N;
EKUE;Künsebeck;Künsebeck;Hp;;DE 15945;0080;3;20081214;;214882;J;N;
EKUH;Bochum Keespe und Hellbrügge      (Anst);Keespe u Hellbr;Anst;;DE 11380;0080;3;20140401;;342030;N;N;
EKV;Kattenvenne;Kattenvenne;Bf;;DE 15446;0080;3;20081214;;210203;J;N;
ELAG;Lage (Lippe);Lage (Lippe);Bf;;DE 15988;0080;3;20081214;;134635;J;N;
ELBG;Velbert-Langenberg;Velb-Langenberg;Bf;;DE 16045;0080;3;20150901;;081612;J;N;
ELBK;Lembeck;Lembeck;Hp Bk;;DE 16286;0080;3;20101212;;211375;J;N;
ELBN;Liesborn;Liesborn;NE-Bf;; ;0080;;20081214;;572636;J;N;
ELDD;Dortmund-Lütgendortmund;Lütgendortmund;Abzw;;DE 12396;0080;3;20081214;;909951;J;N;
ELDH;Lüdinghausen;Lüdinghausen;Bf;;DE 16595;0080;3;20081214;;211136;J;N;
ELE;Letmathe;Letmathe;Bf;;DE 16311;0080;3;20081214;;082909;J;N;
ELE B;Letmathe BFS;Letmathe BFS;Museum;; ;0080;;19990101;;;N;N;
ELEC;Münster Lechtenberg;Lechtenberg;Abzw;;DE 17342;0080;3;20081214;;217208;J;N;
ELED;Letmathe Dechenhöhle;Letm Dechenhöhle;Hp;;DE 16312;0080;3;20081214;;082396;J;N;
ELEI;Leimstruth;Leimstruth;Hp;;DE 16193;0080;5;20081214;;083212;J;N;
ELEN;Lengerich (Westf);Lengerich/Westf;Bf;;DE 16300;0080;3;20081214;;210229;J;N;
ELENT;Lengerich (Westf) TWE;Lengerich TWE;Museum;; ;0080;;20090401;;;N;N;
ELEO;Leopoldstal;Leopoldstal;Bf;;DE 16309;0080;3;20081214;;134577;J;N;
ELET;Lette (Kr Coesfeld);Lette/Coesfeld;Hp;;DE 16314;0080;3;20081214;;211177;J;N;
ELGD;Legden;Legden;Hp;;DE 16171;0080;3;20101212;;211227;J;N;
ELGG;Lemgo DB-Grenze;Lemgo DB-Gr;Gp;;DE 16291;0080;3;20081214;;873265;J;J;
ELGH;Lengerich-Hohne;Lengerich-Hohne;NE-Bf;; ;0080;;20081214;;556795;J;N;
ELGL;Lemgo-Lüttfeld;Lemgo-Lüttfeld;NE-Hp;; ;0080;;20081214;;890855;J;N;
ELGO;Lemgo;Lemgo;Bf;;DE 16290;0080;3;20090124;;134841;J;N;
ELGOL;Lemgo LEL;Lemgo LEL;Museum;; ;0080;;19990101;;;N;N;
ELGP;Lengerich-Hohne Pbf;Lengerich-H Pbf;NE-Bf;; ;0080;;20081214;;556092;J;N;
ELGS;Lengerich (Westf) Stadt;Lengerich Stadt;NE-Bf;; ;0080;;20081214;;556076;J;N;
ELGW;Langenberg (Westf);Langenberg/Westf;Bf;a.B.;DE 16046;0080;3;20030101;;214726;N;N;
ELIS;Listerscheid;Listerscheid;Hp;;DE 16425;0080;3;20081214;;083428;J;N;
ELIT;Lintorf (Niederrhein);Lintorf(NRhein);Bf;;DE 16414;0080;3;20091213;;081299;J;N;
ELOT;Duisburg Lotharstraße;Lotharstraße;Abzw;;DE 12587;0080;3;20081214;;105338;J;N;
ELPB;Lippstadt Lippebrücke;Lippebrücke;Awanst;;DE 16421;0080;3;20030101;;342055;N;N;
ELPE;Marl Lippe;Lippe;Abzw;;DE 16833;0080;3;20081214;;211995;J;N;
ELPG;Lippborg-Heintrop;Lippborg-Heintr;NE-Bf;; ;0080;;20081214;;539007;J;N;
ELPN;Lippstadt Nord;Lippstadt Nord;NE-Bf;; ;0080;;20081214;;572651;J;N;
ELPP;Lippstadt;Lippstadt;Bf;;DE 16419;0080;3;20081214;;103671;J;J;
ELPPG;Lippstadt Gbf;Lippstadt Gbf;Bft;;DE 16420;0080;3;20081214;;908756;J;N;
ELPPS;Lippstadt Südstraße;Lippstadt Südstr;Bush;; ;0080;;19990101;;;;;
ELPW;Lippstadt                          (WLE);Lippstadt    WLE;NE-Bf;; ;0080;;20081214;;572669;J;N;
ELRF;Freudenberg Landruf;Landruf;Anst;a.B.;DE 13424;0080;3;20030101;;909855;N;N;
ELRN;Lünern;Lünern;Hp;;DE 16606;0080;3;20081214;;103804;J;N;
ELS;Lüdenscheid;Lüdenscheid;Hp;;DE 16591;0080;3;20081214;;083782;J;N;
ELS B;Lüdenscheid BFS;Lüdenscheid BFS;Museum;; ;0080;;20000415;;;N;N;
ELS U;Lüdenscheid Am Busbf;Lüdenscheid Bus;Bush;; ;0080;;19990101;;;;;
ELS Z;Lüdenscheid Zentrum;Lüdenschd Zentr;Bush;; ;0080;;19990101;;;;;
ELSD;Langschede;Langschede;Bf;;DE 16088;0080;3;20081214;;082073;J;N;
ELSN;Lendringsen;Lendringsen;Hp;;DE 16293;0080;3;20101212;;082230;J;N;
ELSP;Bad Laasphe;Bad Laasphe;Bf;;DE 10476;0080;5;20130612;;083162;J;N;
ELTF;Kreuztal-Littfeld;Kreuzt-Littfeld;Hp;;DE 15898;0080;3;20101212;;082594;J;N;
ELUE;Lünen Hbf;Lünen Hbf;Bf;;DE 16603;0080;3;20081214;;100982;J;N;
ELUS;Lünen Süd;Lünen Süd;Bf;;DE 16605;0080;3;20081214;;100040;J;N;
ELUT;Lutum;Lutum;Bf;;DE 16636;0080;3;20101212;;211409;J;N;
ELUZ;Lützel;Lützel;Bf;;DE 16613;0080;3;20081214;;083329;J;N;
EMAF;Oberhausen Mathilde;Mathilde;Abzw;;DE 17945;0080;3;20081214;;105353;J;N;
EMAL;Hamm Maximilianpark;Maximilianpark;NE-Bf;; ;0080;;20081214;;539544;J;N;
EMAM;Marl Mitte;Marl Mitte;Hp;;DE 16834;0080;3;20081214;;101220;J;N;
EMAN;Massen;Massen;Hp;;DE 16862;0080;3;20081214;;100750;J;N;
EMAR;Marsberg;Marsberg;Bf;;DE 16843;0080;3;20081214;;085084;J;N;
EMB G;Medebach Gran Dorado;Medebach G.D.;Bush;; ;0080;;19990101;;;;;
EMCH;Müschede;Müschede;NE-Bf;; ;0080;;20090401;;510032;J;N;
EMDG;Menden DB-Grenze;Menden DB-Gr;Gp;;DE 16969;0080;3;20101212;;107095;J;N;
EMDW;Marl-Drewer;Marl-Drewer;Hp;a.B.;DE 16835;0080;3;20030101;;103994;N;N;
EMED;Menden (Sauerland);Menden;Bf;;DE 16966;0080;3;20130101;;082222;J;N;
EMEG;Lennestadt-Meggen;Lennest-Meggen;Bf;;DE 16305;0080;3;20081214;;082644;J;N;
EMEK;Mecklenbeck;Mecklenbeck;Bf;;DE 16906;0080;3;20081214;;210104;J;N;
EMES;Mersch (Westf);Mersch;Bf;;DE 16992;0080;3;20081214;;210542;J;N;
EMEU;Menden (Sauerland) Süd;Menden Süd;Hp;;DE 16967;0080;3;20081214;;086181;J;N;
EMFD;Marienfeld (Westf);Marienfeld/Westf;NE-Bf;; ;0080;;20081214;;556191;J;N;
EMHD;Marbeck-Heiden;Marbeck-Heiden;Hp;;DE 16783;0080;3;20101212;;102574;J;N;
EMHI;Helmeringshausen Mitteldt Hartstein Ind;MHI;Awanst;;DE 14742;0080;3;20081214;;339580;J;N;
EMHM;Marl-Hamm;Marl-Hamm;Hp;;DE 16836;0080;3;20081214;;104000;J;N;
EMHO;Mehrhoog;Mehrhoog;Bf;;DE 16922;0080;3;20081214;;102830;J;N;
EMIK;Geseke Milke;Milke;Anst;;DE 13725;0080;3;20081214;;339598;J;N;
EMIL;Millingen (Kr Rees);Millingen;Hp;;DE 17041;0080;3;20081214;;102814;J;N;
EMKE;Mark Elverlingsen;Mark Elverlings;Awanst;;DE 16798;0080;3;20081214;;082792;J;N;
EMKS;Mark Siesel;Mark Siesel;Awanst;;DE 16799;0080;3;20081214;;342063;J;N;
EMLH;Mülheim (Ruhr)-Heißen Abzw;Mh-Heißen Abzw;Abzw;Planung;DE 21688;0080;3;20150915;;109578;N;N;
EMLR;Mülheim (Ruhr) Hbf;Mülheim Hbf;Bf;;DE 17192;0080;3;20081214;;102186;J;N;
EMMB;Würgendorf Mannesmann Stahlwerk;Mannesmann;Awanst;;DE 21339;0080;3;20081214;;338830;J;N;
EMOE;Möllen (Niederrhein);Möllen;Bf;;DE 17102;0080;3;20111211;;103044;J;N;
EMOH;Bochum Mönninghoff;Mönninghoff;Anst;a.B.;DE 11381;0080;3;20060201;;342071;N;N;
EMRH;Mülheim (Ruhr)-Heißen;Mh-Heißen;Bf;a.B.;DE 17194;0080;3;20150828;;102152;N;N;
EMRK;Mark;Mark;NE-Bf;a.B.; ;0080;;20090124;;539569;N;N;
EMRS;Mülheim (Ruhr)-Speldorf;Mh-Speldorf;Bf;;DE 17195;0080;3;20091201;;102418;J;N;
EMRW;Mülheim (Ruhr) West;Mülheim West;Hp;;DE 17193;0080;3;20081214;;102194;J;N;
EMRX;Münster - Rheda-Wiedenbrück ZBP;Münster-Rheda ZB;BZ;; ;0080;3;20080702;;106441;N;N;
EMRY;Mülheim (Ruhr)-Styrum;Mh-Styrum;Bf;;DE 17196;0080;3;20081214;;102236;J;N;
EMRYA;Mülheim (Ruhr)-Styrum Bez. West;Mh-Styrum West;Bft;;DE 17197;0080;3;20081214;;911355;J;N;
EMSD;Meschede;Meschede;Bf;;DE 17012;0080;3;20081214;;081950;J;N;
EMSI;Marl-Sinsen;Marl-Sinsen;Bf;;DE 16839;0080;3;20081214;;101360;J;N;
EMSN;Messinghausen;Messinghausen;Bf;;DE 17015;0080;3;20081214;;085118;J;N;
EMSO;Münster (Westf) Ost;Münster Ost;NE-Bf;; ;0080;;20081214;;572966;J;N;
EMSR;Münster-Roxel;Münster-Roxel;Hp;;DE 17349;0080;3;20141214;;913617;J;N;
EMST;Münster (Westf) Hbf;Münster (W) Hbf;Bf;;DE 17337;0080;3;20081214;;210112;J;N;
EMSTB;Münster (Westf) Hbf Bus;Münster(W)Hbf B;Bush;; ;0080;;19990101;;;;;
EMSTG;Münster (Westf) Gbf;Münster (W) Gbf;Bft;;DE 17336;0080;3;20081214;;910168;J;J;
EMSTP;Münster (Westf) Pbf;Münster (W) Pbf;Bft;;DE 17339;0080;3;20081214;;097683;J;N;
EMSW;Münster (Westf) Hbf                  WLE;Münster Hbf  WLE;NE-Bf;; ;0080;;20081214;;572404;J;N;
EMTE;Metelen Land;Metelen Land;Hp;;DE 17016;0080;3;20081214;;211516;J;N;
EMUD;Mudersbach;Mudersbach;Hp;;DE 17153;0080;3;20081214;;195461;J;N;
EMUN;Müschen;Müschen;NE-Anst;a.B.; ;0080;;20090124;;556159;N;N;
EMUW;Münster (Westf) Unterwerk;Unterwerk/Münst;Anst;;DE 17340;0080;3;20081214;;342105;J;N;
EMV;Maria-Veen;Maria-Veen;Bf;;DE 16789;0080;3;20081214;;211391;J;N;
EMZH;Meinerzhagen;Meinerzhagen;Bf;;DE 16932;0080;3;20081214;;083840;J;N;
EM302;Oberhausen Sbk M302;Sbk M 302;Sbk;; ;0080;3;20080101;;105924;N;N;
ENBE;Münster-Häger;Münster-Häger;Hp;;DE 17346;0080;3;20090314;;211474;J;N;
ENBM;Neubeckum;Neubeckum;Bf;;DE 17479;0080;3;20081214;;136127;J;N;
ENBMG;Neubeckum Gbf;Neubeckum Gbf;Bft;;DE 17480;0080;3;20081214;;910170;J;N;
ENBMP;Neubeckum Pbf;Neubeckum Pbf;Bft;;DE 17481;0080;3;20081214;;910169;J;N;
ENBW;Neubeckum                            WLE;Neubeckum    WLE;NE-Bf;; ;0080;;20081214;;572503;J;N;
ENCH;Nachrodt;Nachrodt;Bf;;DE 17379;0080;3;20081214;;082883;J;N;
ENDE;Niedereimer;Niedereimer;NE-Bf;; ;0080;;20081214;;539031;J;N;
ENDI;Niederdielfen;Niederdielfen;Bf;;DE 17698;0080;3;20081214;;082446;J;N;
ENDN;Niederschelden;Niederschelden;Bf;;DE 17741;0080;3;20081214;;196436;J;N;
ENDO;Niederschelden Nord;Niederschelden N;Bft;;DE 17742;0080;3;20091213;;082511;J;N;
ENDR;Niederdreisbach;Niederdreisbach;NE-Bf;; ;0080;;20081214;;456236;J;N;
